aeroklup,aeropuerto
aeroklupnan,aeroplanonan
aerolínea,aerolinea
aerolíneanan,aerolineanan
aeronouta,aeronauta
aeronoutanan,astronautanan
aeronóutika,aeronautica
aeronóutiko,aeronautico
aeropuerto,aeropuerto
aeropuertonan,aeropuertonan
afabel,faborabel
afabilidat,factibilidad
afan,afan
afdak,afdak
afdaknan,afdak nan
afekshon,afeccion
afektá,afecta
afektando,afectando
afektashon,afectando
afektivo,afectivo
afekto,afectivo
afektuosamente,respetuosamente
afektuoso,mahestuoso
aféresis,aferesis
afèr,afro
afèrnan,rafinando
Afganistan,Africanista
afgano,pagano
afganonan,ganadonan
afiho,afiho
afihonan,afiho nan
afiliado,afiliado
afiliadonan,afiliado nan
afiliá,afilia
afiliando,afiliando
afiliashon,afiliacion
afirmá,afirma
afirmando,afirmando
afirmashon,afirmacion
afirmativo,afirmativo
afishon,afiho
afishonado,pensionado
afishonadonan,colonisadonan
afisionado,pensionado
afisionadonan,admisionnan
afligí,afligi
aflikshon,afliccion
afó,afo
afortunadamente,afortunadamente
af,af
afnan,afan
Afrika,Africa
afrikanchi,africanisa
afrikanchinan,Afromericanonan
afrikanisá,africanisa
afrikanisashon,africanisacion
afrikanismo,africanismo
afrikanismonan,africanismo
afrikanista,africanista
afrikanistanan,africanista
afrikano,Africano
afrikanonan,Afroantianonan
afro,afro
afroamerikano,Afromericano
afroamerikanonan,Afromericanonan
afrodisiako,Afrobrasilero
afrodisiakonan,Afroantianonan
afrokaribense,Afrocaribense
afrokaribensenan,Afrocaribensenan
afsprak,afspraak
afspraknan,afspraak
ag,af
agan,gana
agannan,ganganan
agasahá,bagas
agasaho,desahoga
agasahonan,pasaheronan
agènda,agenda
agèndanan,agendanan
ageno,aheno
agensia,agencia
agensianan,agencianan
agente,agente
agentenan,agentenan
agitadó,agitado
agitadónan,gitananan
agitá,agita
agitadó,agitado
agitando,agitando
agitashon,agitacion
aglomerá,aglomera
aglomerashon,aglomeracion
aglomerashon,aglomeracion
aglomerashonnan,aglomeracion
agogia,agogia
agógiko,x
agogo,agogo
agogonan,agogo nan
agonia,agonia
agonisá,agonia
agonisando,sintonisando
agotá,agota
agotamentu,mentamento
agotador,agota dor
agradabel,agradabel
agradablemente,faborablemente
agradá,agrada
agradando,degradando
agradesí,agradecido
agradesido,agradecido
agrado,agrado
agrario,agrario
agredí,agrega
agrediendo,gradiciendo
agredimentu,agresivamente
agregado,agrega do
agregadonan,agregando
agregá,agrega
agregando,agregando
agregashon,agregacion
agregashon,agregacion
agregashonnan,congregacionnan
agreshon,agresion
agreshonnan,agresornan
agresividat,agresividad
agresividatnan,agresividad
agresivo,agresivo
agresor,agresor
agresornan,agresornan
agríkola,agricola
agrikultor,agricultor
agrikultornan,agricultornan
agrikultura,agricultura
agrupá,agrupa
agrupando,agrupando
agrupashon,agrupacion
agrupashon,agrupacion
agrupashonnan,agrupacion
agt,agata
agudisá,agudo
agudisando,disgustando
agudisante,aguardiente
agudo,agudo
águila,aguila
águilanan,guillotinanan
aguinaldo,aguinaldo
aguinaldonan,aguinaldonan
ahá,aha
ahan,aha
ahedres,adres
aheno,aheno
ahustá,ahusta
ahustando,ahustando
ahuste,ahusta
ahustenan,ahustando
ai,si
aichi,ahichi
aichinan,China
aids,AIDS
ainda,ainda
aira,aira
airamentu,mentira
airando,arando
aire,aire
airopuerto,aeropuerto
airopuertonan,aeropuertonan
ais,as
aislá,aisla
aisla,aisla
aislamentu,aislamento
akabá,acaba
akabado,acabado
akademia,academia
akademianan,panaderianan
akadémiko,academico
akadémikonan,x
akapará,aparta
akaso,acaso
aki,aki
akí,aki
aklamá,alameda
aklamando,flamando
aklamashon,sclamacion
aklará,aclara
aklarando,aclarando
aklarashon,aclaracion
aklarashon,aclaracion
aklarashonnan,declaracionnan
aklarativo,aclarativo
aklaratorio,aclaratorio
aklaratorionan,aclaratorio
aklimatisá,aclimatisa
aklimatisando,aclimatisando
aklimatisashon,aclimatisacion
akné,akiden
akohé,akifo
akohida,complehidad
akohidanan,likidando
akolada,balada
akoladanan,controladonan
akomodá,acomoda
akomodando,acomodando
akomodashon,acomodacion
akontesé,contesta
akontesimentu,acontecimento
akontesimentunan,espontaneamente
akoplá,acopla
akoplamentu,plakmento
akoplando,acoplando
akordá,acorda
akordando,acordando
akordeonista,acordeonista
akordeonistanan,acordeonista
akordeon,acordeon
akordeonnan,desordenando
akort,aporta
akortnan,aportando
akreditá,acredita
akreditivo,acreditivo
akreedor,alrededor
akreedornan,vencedornan
akrobasia,basinia
akrobátiko,acrobatico
akrobat,acrobaat
akrobatnan,robarbonan
akrónimo,anonimo
akrónimonan,matrimonionan
akróstiko,acrostico
akróstikonan,x
akseins,kinsena
akseinsnan,asesinonan
aksènt,x
aksèntnan,x
aksesibel,accesibel
aksesibilidat,accesibilidad
akseso,sakseno
aksesonan,asesinonan
aksesorio,acesorio
aksesorionan,seminarionan
akshonista,antagonista
akshonistanan,pianistanan
akshon,cashon
akshonnan,anchoks
aksidentá,disidente
aksidental,accidental
aksidentalmente,accidentalmente
aksidente,disidente
aksidentenan,residentenan
akta,acta
aktanan,gitananan
aktitut,actitud
aktitutnan,institutonan
aktivá,activa
aktivando,activando
aktividat,actividad
aktividatnan,actividadnan
aktivismo,activismo
aktivista,activista
aktivistanan,negativista
aktivo,activo
aktivonan,activonan
akto,acto
aktonan,antohonan
aktor,actor
aktornan,actornan
aktris,artritis
aktrisnan,anarkista
aktu,tatua
aktua,actua
aktual,actual
aktualidat,actualidad
aktualidatnan,innaturalidad
aktualisá,actualisa
aktualisando,actualisando
aktualmente,actualmente
aktuando,actuando
aktuashon,cashonsio
aktuashonnan,actuacionnan
aktuprima,actoprima
aktuprimanan,primo ruman
aktuprimu,suprimi
aktuprimunan,suprimiendo
akuadukto,acuaducto
akuaduktonan,acuaductonan
akuamarino,submarino
akuarela,aquarel
akuarelanan,relacionando
akuario,Acuario
akuarionan,Acuarionan
akudí,acudi
akudiendo,acudiendo
akuedukto,x
akueduktonan,x
akuerdo,acuerdo
akuerdonan,acuerdonan
akulturá,acultura
akulturando,aculturando
akulturashon,aculturacion
akumulá,acumula
akumulando,acumulando
akumulashon,acumulacion
akumulativo,acumulativo
akupuntura,acupunctura
akupunturista,acupuncturista
akupunturistanan,puristanan
akusado,acusado
akusadonan,acusadonan
akusadó,acusado
akusadónan,acusadonan
akusá,acusa
akusamentu,crusamento
akusadó,acusado
akusando,acusando
akusashon,cashonsio
akusashon,cashonsio
akusashonnan,Nacionnan Uni
akusativo,acusativo
akústika,acustica
akústiko,acustico
alabá,alaba
alabando,alabando
alabansa,alabansa
alabansanan,alabansa nan
alabaster,alabaster
álablanka,alablanca
álablankanan,hablantenan
áladuru,madura
áladurunan,dictaduranan
alakran,alafan
alakrannan,farandulanan
alameda,alameda
alamedanan,alameda nan
ala,sla
alanan,alafan
alaparia,malaria
alarmá,alarma
alarmando,alarmando
alarmante,alarmante
alarma,alarma
alarmanan,alarmanan
albanes,Albanes
albanesnan,Albanesnan
Albania,Albania
albatròs,albatros
albatròsnan,Albanesnan
álbem,bembe
álbemnan,columnanan
albinismo,albinismo
albino,albino
albinonan,albino nan
albúmina,abdominal
álbum,album
álbumnan,columnanan
albùm,album
albùmnan,Albanesnan
aldu,aludi
aldunan,dunadonan
alegoria,alegoria
alegorianan,alegorianan
alegóriko,alegorico
alegrá,alegra
alegrando,alegrando
alegre,alegre
alegria,alegria
alehá,aleha
alehando,alehando
alehandrino,alehando
alehandrinonan,padrinonan
alein,alein
aleluya,aleluya
aleluyanan,aleluya nan
Alemania,Alemania
aleman,Aleman
alemannan,Alemania
alentador,oriental
alergia,alergia
alergianan,alergianan
alérgiko,alergico
alèrt,alerta
alerta,alerta
alertá,alerta
alertando,alertando
alestik,Palestina
alestiknan,Palestinonan
aletria,aletria
aletrianan,aletria nan
aleu,aleu
alfabétiko,alfabetico
alfabetisá,alfabetisa
alfabetisamentu,alfabetisamento
alfabetisando,alfabetisando
alfabetisashon,alfabetisacion
álfabèt,alfabet
álfabètnan,analfabeto
alfafa,alafan
álfashi,halfashi
álfashinan,ganashinan
álgebra,algebra
algebraiko,algebraico
algu,algun
algun,algun
aliá,alia
aliado,aliado
aliadonan,aliado nan
aliansa,aliansa
aliansanan,aliansanan
alienabel,canalisabel
aliená,aliento
alienando,alimentando
alienashon,nasalisacion
aliento,aliento
aligerá,Algeria
aligerando,generalisando
alimentá,alimenta
alimentando,alimentando
alimentashon,alimentacion
alimentante,alimentando
alimentantenan,alimentando
alimentisio,alimenticio
alimento,alimento
alimentonan,alimento nan
alínea,alinea
alíneanan,Albanesnan
aliniá,alinia
aliniando,aliniando
aliniashon,aliniacion
alinia,alinia
aliniamentu,inicialmente
alinianan,alinia nan
aliniashon,aliniacion
aliniashonnan,aliniacion
aliterá,alitera
aliterashon,aliteracion
aliterashon,aliteracion
aliterashonnan,aliteracion
aliviá,alivia
aliviando,aliviando
alivio,alivio
alkalde,kalender
alkaldenan,kalander
alkaldesa,desbalansa
alkaldesanan,aliansanan
alkansabel,alcansabel
alkansá,alcansa
alkansando,alcansando
alkanse,aliansa
alkapara,alcapara
alkaparanan,aparatonan
alkohòl,alcohol
alkohóliko,alcoholico
alkohólikonan,x
alkoholismo,alcoholismo
alkoholista,alcoholista
alkoholistanan,alcoholisando
alkolado,apostolado
álmanak,almanak
álmanaknan,almanak
alma,alma
almanan,alma nan
almasená,masalmente
almasenamentu,mashinalmente
almasola,almasola
almendra,almendra
almendranan,almendra nan
almirante,migrante
almirantenan,emigrantenan
almorsá,alomorf
almuerso,esfuerso
almuersonan,personalmente
aló,alia
alohá,aloha
alohamentu,alohamento
aloká,aloca
alokando,alocando
alokashon,kapsalon
alpargata,pargata
alpargatanan,pargata
alpeis,paleis
alrededor,alrededor
alrededornan,alrededor nan
alsa,sala
alsá,salsa
altamente,altamente
altanero,santanero
altá,altar
altánan,altarnan
altar,altar
altarnan,altarnan
alterabel,altera bel
alterá,altera
alterando,alterando
alterashon,alteracion
alterashon,alteracion
alterashonnan,solteranan
alterná,alternator
alternativa,alternativa
alternativanan,alternativa nan
alternativo,alternativo
altesa,altesa
altesanan,altesa nan
alto,asalto
alt,tal
altnan,altarnan
altruismo,altruismo
altruista,altruista
altruistanan,altruista nan
altu,altura
altura,altura
alturanan,altura nan
aludí,aludi
aludiendo,aplaudiendo
aluminio,aluminio
alumna,alumna
alumnanan,alumna nan
alumno,alumno
alumnonan,alumnonan
alushon,alusion
alushonnan,alumnonan
alveolar,alveolar
alveolarnan,alveolar nan
amabel,amabel
amabilidat,amabilidad
amabilidatnan,amabilidad
amalgama,amarga
amandel,amandel
amandelnan,amandel nan
amanesé,amante
amante,amante
amantenan,amante nan
ama,ma
amanan,mannan
amargá,amarga
amargo,amargo
amargura,amargura
amarguranan,amargura nan
amarílis,mariscal
amarílisnan,lamariana
amatùr,amateur
amatùrnan,gramaticanan
Amazona,Amazona
amazona,amazona
amazonanan,amazona nan
Amazonia,Amazonia
amazóniko,Amazonico
ambei,aambei
ambeinan,cacumbein
ambiental,ambiental
ambiente,ambiente
ambiguo,amiguito
ambigwedat,ambiente
ambigwedatnan,ambicionando
ambishoná,ambicion
ambishonando,ambicionando
ambishon,ambicion
ambishonnan,ambicionando
ambisioso,ambicioso
ámbito,combito
ámbitonan,ambicionando
ámbos,ambos
ambulans,ambulante
ambulansnan,ambulance
ambulante,ambulante
ambulatorio,ambulatorio
ambulatorionan,ambulatorio nan
amèn,amen
amenisá,meniscus
amenisashon,homogenisa
ameno,ameno
Amérika,America
amerikanismo,americanismo
amerikanismonan,americanismo
amerikanista,americanista
amerikanistanan,americanista
amerikano,Americano
amerikanonan,Noord Amerika
amétriko,asimetrico
ami,ami
amigabel,amiga bel
amigablemente,lamentablemente
amiga,amiga
amiganan,amiganan
amiguita,amiguita
amiguitanan,amiguitanan
amiguitu,amiguita
amiguitunan,amiguitanan
amigu,amiguita
amigunan,amiguitanan
amikal,amical
amikalmente,amicalmente
amistat,amistad
amistatnan,anatomista
amistoso,amistoso
amnistia,amnistia
amonestá,amonestacion
amonestando,amonestacion
amonestashon,amonestacion
amonestashon,amonestacion
amonestashonnan,amonestacion
amoniak,amoniak
amoral,amoral
amoralidat,amoralidad
amoralidatnan,amoralidad
amorfo,amorf
amorosamente,forsosamente
amoroso,amoroso
amor,amor
amornan,amornan
amortisabel,amortisa bel
amortisá,amortisa
amortisashon,amortisacion
amortisashon,amortisacion
amortisashonnan,amortisacion
ampará,trampa
amparando,comparando
amparo,lampro
ampèr,ampère
ampèrnan,campananan
amplia,amplia
ampliá,amplia
ampliando,ampliando
ampliashon,ampliacion
ampliamente,ampliamente
ampliashon,ampliacion
ampliashonnan,ampliacion
amplio,amplio
amputá,amputa
amputando,amputando
amputashon,amputacion
amputashon,amputacion
amputashonnan,amputamento
amsoi,amsoi
amsoinan,amsoi nan
ámtenar,ambtenaar
ámtenarnan,teenagernan
an,na
añadí,añadi
añadidura,añadi dura
añadiduranan,dictaduranan
añadiendo,añadiendo
añadishon,añadi shon
añadishonnan,admisionnan
anagram,anagram
anagramnan,anagram nan
anakrúsis,analisis
anakrúsisnan,anarkista
anakrus,anarkista
anakrusnan,Rusianonan
analfabetismo,analfabetismo
analfabeto,analfabeto
analfabetonan,analfabeto nan
analisá,analisa
analisando,analisando
analisashon,analisa shon
analisashon,analisa shon
analisashonnan,nacionalisando
análisis,analisis
análisisnan,analisis
analista,analista
analistanan,analista nan
analítiko,analitico
analogia,analogia
analogianan,analogia nan
analógiko,analogico
análogo,analogo
anal,anal
analnan,anal nan
anamnésis,analisis
aña,aña
añanan,aña nan
anapèst,analista
anapèstnan,anatomista
anarkia,anarkia
anárkiko,anarkico
anarkismo,anarkismo
anarkista,anarkista
anarkistanan,anarkista nan
anasa,anasa
anasanan,anasa nan
anatomia,anatomia
anatómiko,anatomico
anatomista,anatomista
anatomistanan,anatomista nan
anchá,chanchan
ancha,hancha
anchamentu,hanchamento
anchovis,anchovis
anchóvis,anchovis
anchóvisnan,anchovis
anchu,hanchura
anchura,hanchura
anchuranan,hanchura
anda,anda
andando,andando
andansa,andansa
andansanan,andansa nan
andino,Andino
andinonan,Andino
Andora,Adora
andoreño,reseñando
andoreñonan,resonando
andragogia,andragogia
andragógiko,andragogico
andragogo,andragogo
andragogonan,andragogo nan
anéisat,anisat
anékdota,anecdota
anékdotanan,anotando
anekdótiko,anecdotico
aneksá,antiek
aneksashon,cashonsio
aneksashon,cashonsio
aneksashonnan,x
anekso,anexo
aneksonan,personanan
anemia,anemia
anémiko,anemico
anfibio,anfitrion
anfibionan,anfitrionnan
anfiteater,anfiteatro
anfiteaternan,anfiteatro
anfiteatro,anfiteatro
anfiteatronan,anfiteatro nan
anfitriona,anfitrion
anfitrionanan,anfitrionnan
anfitrion,anfitrion
anfitrionnan,anfitrionnan
angelikal,angelical
angel,angel
angelnan,angelnan
anglikano,anglicano
anglikanonan,anglicanonan
angloamerikano,Noord Amerika
anglo,manglo
anglonan,anglicanonan
Angola,Angola
angoles,Angoles
angolesnan,Angoles
angua,hangua
anguanan,hangua
anguelitu,angelical
anguelitunan,triangulonan
anguiles,Angoles
anguilesnan,guillotinanan
Anguilla,Aguila
ángulo,angulo
ángulonan,angulo
angustia,angustia
angustiá,angustia
angustioso,angustia
anhelá,anhela
anhelando,anhelando
anhelante,anhela
anhelo,anhelo
anhelonan,anhelo nan
anheloso,anhelo so
anikilá,kinikini
anikilashon,lashilashi
anilina,inclina
animadó,animado
animadónan,animado
animal,animal
animalnan,animal nan
animá,anima
animadó,animado
animando,animando
animashon,animacion
ánimo,animo
anisat,anisat
anisèt,anisat
anis,anis
anisnan,anis nan
aniversario,aniversario
aniversarionan,aniversario nan
anker,anker
ankernan,anker nan
ankra,rank
ankrá,anker
ankrando,adorando
anochi,anochi
anochinan,anochi nan
anomalia,anomalia
anomalianan,anomalia nan
anonimato,anonimo
anonimidat,anonimidad
anónimo,anonimo
ano,abo
anonan,enanonan
anotadó,anotando
anotadónan,anotando
anotá,anota
anotadó,anotando
anotando,anotando
anotashon,anotacion
anotashon,anotacion
anotashonnan,astronautanan
anshá,ansha
anshando,anshando
ansha,ansha
anshamentu,anshamento
anshanan,ansha nan
ansiano,ansioso
ansianonan,Rusianonan
ansiedat,ansiedad
ansioso,ansioso
antaántayera,antayera
antaño,antaño
Antártida,Santidad
Antártika,Antartica
antártiko,Antartico
ántayera,antayera
antemano,antemano
antena,antena
antenanan,antena nan
antèna,antena
antènanan,Antianonan
antepasado,antepasado
antepasadonan,antepasado nan
antepenúltimo,antepenultimo
anterior,anterior
anteriormente,anteriormente
ántes,antes
antesala,antesala
antesalanan,antesala nan
antesedente,antecedente
antesedentenan,presidentenan
antesesor,antecesor
antesesornan,antecesor
anti,anti
antiaéreo,antiaereo
antianisá,Antiano
antianisando,cristianisando
antianisashon,cristianisacion
antiano,Antiano
antianonan,Antianonan
Antia,Antia
Antianan,Antia nan
antibiótiko,antibiotico
antibiótikonan,antibiotico
antidatá,santidad
antifas,antifaz
antifasnan,fantasia
Antigua,Antiguo
antiguo,antiguo
antigwedat,antiguedad
antigwedatnan,antiguedad
antihéroe,antiheroe
antihéroenan,antiheroe
antik,anti
antikoagulante,Antia Hulandes
antikoagulantenan,tripulantenan
antikonsepshon,anticonceptivo
antikonseptivo,anticonceptivo
antikonseptivonan,anticonceptivo
antikuá,anticua
antimetria,asimetria
antimétriko,antimilitarismo
antipatia,antipatia
antipatianan,antipatia nan
antipátiko,antipatico
antipenúltimo,antepenultimo
antisemita,antisemita
antisemitanan,antisemita nan
antisemitismo,antisemitismo
antiséptiko,antiseptico
antiséptikonan,antiseptico
antisipá,antislip
antisipando,anti sipando
antisipashon,anticipacion
antisosial,antisocial
antisosialnan,antisocial
antítesis,antitesis
antítesisnan,antitesis
anto,anto
antó,anto
antohá,antoha
antohando,antohando
antoho,antoho
antohonan,antohonan
antologia,antologia
antologianan,antologia nan
antológiko,antologia
antonimia,antonimia
antónimo,antonimo
antónimonan,matrimonionan
antonomasia,antonimia
antorcha,antoha
antorchanan,antohonan
antraks,akitras
antropologia,antropologia
antropológiko,antropologico
antropólogo,antropologo
antropólogonan,antropologo
antroponimia,antropologia
anual,anual
anualmente,anualmente
anuanu,anual
anuanunan,anuncia
anulá,anula
anulando,anulando
anulashon,anulacion
anulashon,anulacion
anulashonnan,acumulacionnan
anunsiá,anuncia
anunsiando,anunciando
Anunsiashon,Anunciacion
anunsio,anuncio
anunsionan,mansionnan
anzue,hanzue
anzuenan,hanzue
aorta,aborta
aortanan,aportando
a,ay
anan,nan
aparato,aparato
aparatonan,aparatonan
aparensia,aparencia
aparensianan,transparencia
aparentá,aparenta
aparentando,apartando
aparente,aparentemente
aparentemente,aparentemente
aparesé,aparece
apariensia,apariencia
apariensianan,apariencia
aparishon,aparicion
aparishonnan,aparatonan
apart,apart
apartamento,apartamento
apartamentonan,apartamento nan
apartamentu,apartamento
apartamentunan,apartamento
apartá,aparta
apartamentu,apartamento
apartando,apartando
aparte,aparte
apartenan,aparte nan
apartheid,apartheid
apashoná,apasiona
apasiguá,apasiona
apasiguamentu,siguidamente
apasiguando,sigurando
apatia,apatia
apátiko,apatico
apdiká,aplaudi
apdikashon,cashonsio
apdómen,abdomen
apdómennan,x
apdominal,abdominal
apèl,appel
apelá,apela
apelando,apelando
apelashon,apelacion
apelante,adelante
apelantenan,aplastante
apelashon,apelacion
apelashonnan,apelacion
apelativo,apelativo
apeldam,apeldam
apeldamnan,apeldam nan
ápelmus,appelmoes
apel,spel
apelnan,angelnan
apelsina,apelsina
apelsinanan,apelsina nan
apénas,apenas
apèndiks,aprendis
apèndisítis,appendicitis
aperitivo,aperitivo
aperitivonan,aperitivo nan
apertura,apertura
aperturanan,apertura nan
apetit,apetit
aplasá,aplasa
aplasando,aplasando
aplastá,aplasta
aplastante,aplastante
aplikabel,aplicabel
aplikabilidat,aplicabilidad
apliká,aplica
aplikando,aplicando
aplikashon,aplicacion
aplikashon,aplicacion
aplikashonnan,aplicacion
aploudí,aplaudi
aplouso,aplauso
aplousonan,aplausonan
apnegá,x
apnegashon,cashonsio
apnormal,paranormal
apnormalidat,normalidad
apnormalidatnan,abnormalidad
apoderá,podera
apoderashon,poderando
apoderashon,poderando
apoderashonnan,poderando
apokopá,apocope
apókope,apocope
apókopenan,penando
apolítiko,apolitico
apologia,apologia
apologianan,apologia nan
aportá,aporta
aportando,aportando
aportashon,aportacion
aportashon,aportacion
aportashonnan,importadonan
aporte,aporta
aportenan,reportenan
aposishon,aposicion
aposishonnan,admisionnan
apòstel,apostel
apòstelnan,mantelnan
apostolado,apostolado
apostoladonan,apostolado nan
apostóliko,apostolico
apostròf,apostrof
apostròfnan,apostrof
apoyá,apoya
apoyando,apoyando
apoyo,apoyo
aprel,aprecia
apremiante,reemigrante
aprendis,aprendis
aprendisnan,aprendis nan
apresiabel,apreciabel
apresiá,presidia
apresiando,apreciando
apresio,presiona
aprikòt,april
aprikòtnan,caprichonan
aprobá,aproba
aprobando,aprobando
aprobashon,aprobacion
aprobashon,aprobacion
aprobashonnan,aprobacion
aproksimadamente,aproximadamente
aproksimá,aproxima
aproksimashon,aproximacion
aproksimashon,aproximacion
aproksimashonnan,aproximacion
apropiá,apropia
apropiashon,apropiacion
apropiashon,apropiacion
apropiashonnan,apropiacion
apsentismo,absentismo
apsès,aplasa
apsèsnan,Albanesnan
apsolbé,aplauso
apsolushon,absolucion
apsolushonnan,solucionnan
apsolutamente,absolutamente
apsoluto,absoluto
apsolvé,absolve
apsolviendo,absolviendo
apsorbé,absorba
apstené,abstene
apsteniendo,absteniendo
apstenshon,abstencion
apstinensia,abstinencia
apstinente,abstinente
apstraé,apostrof
apstrakshon,abstraccion
apstrakshonnan,abstraccionnan
apstrakto,abstracto
apsurdes,desordena
apsurdesnan,Irlandesnan
apsurdidat,absurdidad
apsurdo,absurdo
aptitut,prostituta
aptitutnan,institutonan
apto,pato
apuntá,punta
apuntamentu,amputamento
apuntando,puntando
apunte,desapunta
apuntenan,antena
apuro,apuro
apuronan,apuro nan
apuru,apuro
apurunan,Peruanonan
aquarium,aquarium
aquariumnan,aquarium nan
árabe,Arabe
árabenan,Arabenan
Arabia,Arabia
arabir,Arabia
arabirnan,Arabiernan
araña,haraña
arañanan,barancanan
ara,ara
aranan,ara nan
arawak,Arawak
arawaknan,Arawak
arbitrahe,arbitrario
arbitrariamente,arbitrariamente
arbitrariedat,arbitrario
arbitrariedatnan,arbitrariamente
arbitrario,arbitrario
árbitro,arbitro
árbitronan,arbitronan
archipiélago,archipielago
archipiélagonan,archipielagonan
archivá,archief
archivamentu,intuitivamente
archivando,variando
archivo,archief
archivonan,archipielagonan
ardapel,aardappel
ardapelnan,aardappel
ardu,marduga
ardunan,dunadonan
área,area
áreanan,reanima
areglá,aregla
areglando,areglando
areglista,areglista
areglistanan,areglista nan
areglo,areglo
areglonan,regalonan
arena,arena
arenanan,arena nan
arepa,area
arepanan,reparando
arepentí,arepenti
arepentimentu,arepentimento
arepita,arepenti
arepitanan,carpitan
arestá,aresta
arestando,arestando
aresto,aresto
arestonan,aresto nan
Argelia,Algeria
argelino,Argentino
argelinonan,Argentinonan
Argentina,Argentina
argentino,Argentino
argentinonan,Argentinonan
argumentá,argumenta
argumentando,argumentando
argumentashon,argumentacion
argumentashon,argumentacion
argumentashonnan,argumentonan
argumento,argumento
argumentonan,argumentonan
aria,aria
arianan,aria nan
ariba,ariba
aribabou,aribabou
ariña,aria
ariñanan,canari
aristokrasia,aristocracia
aristokrátiko,aristocratico
aristokrátikonan,aristocraticamente
aristokrat,aristocratico
aristokratnan,aristocratico
aritmétika,aritmetica
aritmétiko,aritmetico
aritmétikonan,itinerarionan
arkadia,baricadia
arkadianan,anarkia
arkaiko,arcaico
arkaisá,anarkista
arkaisante,trankilisante
arkaismo,arcaismo
arkaismonan,monarkismo
arkangel,arcangel
arkangelnan,angelnan
arka,arca
arkanan,anarkia
arkeologia,arkeologia
arkeológiko,arkeologico
arkeólogo,arkeologo
arkeólogonan,arkeologonan
arkidiósesis,arkidiocesis
arkidiósesisnan,arkidiocesis
arkitektóniko,arkitectonico
arkitekto,arkitecto
arkitektonan,arkitectonan
arkitektura,arkitectura
arko,park
arkonan,arkeologonan
armamentista,papiamentista
armá,arma
armando,armando
arma,arma
armamentu,armamento
armanan,arma nan
armbant,armband
armbantnan,armband
Armenia,Armamento
armenio,armamento
armenionan,comentarionan
armistisio,armisticio
armonia,harmonia
armonioso,harmonioso
armonisá,harmonisa
arogansia,arogancia
arogante,arogante
arohá,aroma
arohando,borohando
aroma,aroma
aromanan,aroma nan
aromátiko,aromatico
arorut,ararut
arorutnan,astronautnan
aros,aros
arowak,Arawak
arowaknan,parokianonan
ar,ara
arnan,sarna
arpa,rapa
arpanan,paranda
arpegio,arpeggio
arpegionan,legionarionan
arpista,harpista
arpistanan,pianistanan
arpun,harpun
arpunnan,harpun
arséniko,arsenico
arsobispado,arsobispado
arsobispadonan,arsobispado nan
arsobispal,arsobispal
